EventType;Timestamp;DeviceID;User  ID;Details;Value;fl_work;work_time_per
ЗагрузкаПроцессораВысокая;17.10.2023 22:14;Банкомат5;Пользователь71;Высокая загрузка процессора в Банкомат5;100;0;74
ОшибкаКарт;17.10.2023 22:17;Банкомат19;Пользователь43;Ошибка при считывании карты в Банкомат19;Карта повреждена;0;77
ОшибкаСети;17.10.2023 22:17;Банкомат4;Пользователь41;Ошибка сети в Банкомат4;Нет соединения;1;84
ПроверкаКассеты;17.10.2023 22:19;Банкомат93;Пользователь93;Проверка состояния кассеты в Банкомат93;Нуждается в замене;0;61
ОбработкаЗапроса;17.10.2023 22:23;Банкомат96;Пользователь90;Обработка запроса пользователя Пользователь90 в Банкомат96;;1;72
ОбновлениеБезопасности;17.10.2023 22:25;Банкомат68;Пользователь38;Обновление систем безопасности в Банкомат68;Не удалось;0;91
Предупреждение;17.10.2023 22:26;Банкомат43;Пользователь12;Предупреждение в Банкомат43;Ошибка связи;0;68
ЗагрузкаПроцессораВысокая;17.10.2023 22:30;Банкомат11;Пользователь94;Высокая загрузка процессора в Банкомат11;84;0;63
ОшибкаСинхронизацииДанных;17.10.2023 22:32;Банкомат40;Пользователь25;Ошибка синхронизации данных в Банкомат40;Неверные данные;0;98
ТестированиеСистемы;17.10.2023 22:32;Банкомат13;Пользователь43;Тестирование системы в Банкомат13;Некоторые системы не работают;1;94
ЗаменаКартриджа;17.10.2023 22:37;Банкомат85;Пользователь24;Замена картриджа в Банкомат85;Успешно;0;76
СостояниеКартриджа;17.10.2023 22:40;Банкомат16;Пользователь13;Состояние картриджа проверено в Банкомат16;Полный;1;60
ПроверкаСостоянияПечати;17.10.2023 22:41;Банкомат48;Пользователь45;Проверка состояния печати в Банкомат48;Принтер работает;0;57
ОбновлениеПрограммногоОбеспечения;17.10.2023 22:42;Банкомат66;Пользователь35;Обновление ПО в Банкомат66;Не удалось;0;62
ЗажеваннаяКупюра;17.10.2023 22:46;Банкомат54;Пользователь50;Купюра зажевана в Банкомат54;500;1;69
ПроверкаКассеты;17.10.2023 22:47;Банкомат18;Пользователь75;Проверка состояния кассеты в Банкомат18;Хорошее;1;70
ОшибкаСети;17.10.2023 22:48;Банкомат76;Пользователь61;Ошибка сети в Банкомат76;Нет соединения;0;53
СостояниеКартриджа;17.10.2023 22:51;Банкомат100;Пользователь69;Состояние картриджа проверено в Банкомат100;Пустой;0;95
ВнесениеНаличных;17.10.2023 22:53;Банкомат92;Пользователь94;Пользователь Пользователь94 внес 478 рублей в Банкомат92;478;1;99
