EventType,Timestamp,DeviceID,User  ID,Details,Value,predicted_has_error,datetime,Date,fl_work,work_time_per
ОшибкаСети,2023-10-16 06:53:31,Банкомат90,Пользователь26,Ошибка сети в Банкомат90,Нет соединения,True,2023-10-16 06:53:31,2023-10-16,1,65
ОбновлениеПрограммногоОбеспечения,2023-10-16 06:55:35,Банкомат90,Пользователь21,Обновление ПО в Банкомат90,Успешно,False,2023-10-16 06:55:35,2023-10-16,0,73
ОшибкаСинхронизацииДанных,2023-10-16 07:04:25,Банкомат13,Пользователь22,Ошибка синхронизации данных в Банкомат13,Проблема с сетью,True,2023-10-16 07:04:25,2023-10-16,0,56
ПроверкаСостоянияКлавиатуры,2023-10-16 07:08:09,Банкомат48,Пользователь55,Проверка состояния клавиатуры в Банкомат48,Клавиатура не работает,True,2023-10-16 07:08:09,2023-10-16,1,86
ЗавершениеТранзакции,2023-10-16 07:11:43,Банкомат52,Пользователь83,Транзакция завершена в Банкомат52,Не удалось,True,2023-10-16 07:11:43,2023-10-16,1,51
АварийноеВыключение,2023-10-16 07:24:38,Банкомат62,Пользователь7,Аварийное отключение устройства Банкомат62,Устройство отключено,True,2023-10-16 07:24:38,2023-10-16,1,56
ТестированиеСистемы,2023-10-16 07:30:12,Банкомат50,Пользователь56,Тестирование системы в Банкомат50,Все системы работают,False,2023-10-16 07:30:12,2023-10-16,1,66
СостояниеКартриджа,2023-10-16 07:31:12,Банкомат81,Пользователь58,Состояние картриджа проверено в Банкомат81,Пустой,False,2023-10-16 07:31:12,2023-10-16,1,85
ОбслуживаниеТребуется,2023-10-16 07:33:07,Банкомат77,Пользователь71,Требуется обслуживание Банкомат77,Профилактическое,False,2023-10-16 07:33:07,2023-10-16,0,62
ОшибкаСети,2023-10-16 07:33:12,Банкомат79,Пользователь99,Ошибка сети в Банкомат79,Потеря пакетов,False,2023-10-16 07:33:12,2023-10-16,0,51
ПроверкаСостоянияКлавиатуры,2023-10-16 07:37:07,Банкомат70,Пользователь42,Проверка состояния клавиатуры в Банкомат70,Клавиатура работает,False,2023-10-16 07:37:07,2023-10-16,1,55
ОшибкаОбновления,2023-10-16 07:42:23,Банкомат51,Пользователь15,Ошибка обновления в Банкомат51,Ошибка сети,True,2023-10-16 07:42:23,2023-10-16,1,91
ОтказВОбслуживании,2023-10-16 07:43:55,Банкомат89,Пользователь55,Отказ в обслуживании в Банкомат89,Техническая ошибка,True,2023-10-16 07:43:55,2023-10-16,1,52
ОбновлениеБезопасности,2023-10-16 07:45:18,Банкомат70,Пользователь94,Обновление систем безопасности в Банкомат70,Не удалось,True,2023-10-16 07:45:18,2023-10-16,1,74
ПроверкаСостоянияКлавиатуры,2023-10-16 07:53:04,Банкомат93,Пользователь87,Проверка состояния клавиатуры в Банкомат93,Клавиатура не работает,True,2023-10-16 07:53:04,2023-10-16,0,53
ОбновлениеПрограммногоОбеспечения,2023-10-16 07:57:00,Банкомат37,Пользователь19,Обновление ПО в Банкомат37,Успешно,False,2023-10-16 07:57:00,2023-10-16,0,71
ОшибкаСинхронизацииДанных,2023-10-16 08:02:58,Банкомат28,Пользователь96,Ошибка синхронизации данных в Банкомат28,Проблема с сетью,True,2023-10-16 08:02:58,2023-10-16,1,72
ОшибкаСети,2023-10-16 08:07:03,Банкомат22,Пользователь53,Ошибка сети в Банкомат22,Потеря пакетов,False,2023-10-16 08:07:03,2023-10-16,1,82
ОшибкаВыдачиНаличности,2023-10-16 08:07:31,Банкомат51,Пользователь97,Ошибка выдачи наличности в Банкомат51,Купюры отсутствуют,False,2023-10-16 08:07:31,2023-10-16,1,71
ОтказВОбслуживании,2023-10-16 08:10:54,Банкомат52,Пользователь10,Отказ в обслуживании в Банкомат52,Нет наличных,True,2023-10-16 08:10:54,2023-10-16,1,51
СигнализацияОшибки,2023-10-16 08:12:13,Банкомат11,Пользователь97,Сигнализация ошибки в Банкомат11,Ошибка связи,True,2023-10-16 08:12:13,2023-10-16,1,73
ОшибкаОбновления,2023-10-16 08:18:03,Банкомат38,Пользователь61,Ошибка обновления в Банкомат38,Ошибка сети,True,2023-10-16 08:18:03,2023-10-16,0,97
ПроверкаЭнергоснабжения,2023-10-16 08:18:44,Банкомат64,Пользователь23,Проверка состояния энергоснабжения в Банкомат64,Проблемы с энергоснабжением,True,2023-10-16 08:18:44,2023-10-16,0,76
СостояниеКартриджа,2023-10-16 08:19:21,Банкомат35,Пользователь62,Состояние картриджа проверено в Банкомат35,Полный,False,2023-10-16 08:19:21,2023-10-16,0,56
ТестированиеСистемы,2023-10-16 08:23:26,Банкомат49,Пользователь72,Тестирование системы в Банкомат49,Некоторые системы не работают,True,2023-10-16 08:23:26,2023-10-16,1,85
ОшибкаВыдачиНаличности,2023-10-16 08:25:03,Банкомат26,Пользователь44,Ошибка выдачи наличности в Банкомат26,Ошибка механизма,True,2023-10-16 08:25:03,2023-10-16,1,77
ПроверкаСостоянияКарт,2023-10-16 08:27:20,Банкомат21,Пользователь27,Проверка состояния карт в Банкомат21,Некоторые карты повреждены,False,2023-10-16 08:27:20,2023-10-16,1,74
АварийноеВыключение,2023-10-16 08:27:41,Банкомат77,Пользователь76,Аварийное отключение устройства Банкомат77,Устройство отключено,True,2023-10-16 08:27:41,2023-10-16,0,52
ОшибкаОбновления,2023-10-16 08:29:33,Банкомат34,Пользователь84,Ошибка обновления в Банкомат34,Ошибка сети,True,2023-10-16 08:29:33,2023-10-16,0,92
ОбновлениеПрограммногоОбеспечения,2023-10-16 08:34:51,Банкомат48,Пользователь59,Обновление ПО в Банкомат48,Не удалось,True,2023-10-16 08:34:51,2023-10-16,1,58
ПроверкаЭнергоснабжения,2023-10-16 08:44:10,Банкомат18,Пользователь82,Проверка состояния энергоснабжения в Банкомат18,Энергоснабжение в порядке,False,2023-10-16 08:44:10,2023-10-16,1,89
СигнализацияОшибки,2023-10-16 08:51:36,Банкомат4,Пользователь61,Сигнализация ошибки в Банкомат4,Ошибка связи,True,2023-10-16 08:51:36,2023-10-16,1,85
ПроблемаСоСвязью,2023-10-16 08:55:07,Банкомат79,Пользователь68,Проблема со связью в Банкомат79,Потеря соединения,False,2023-10-16 08:55:07,2023-10-16,0,75
ОшибкаОбновления,2023-10-16 08:58:57,Банкомат79,Пользователь59,Ошибка обновления в Банкомат79,Ошибка совместимости,True,2023-10-16 08:58:57,2023-10-16,0,57
